1.0113, 0.1788
0.990758, 0.361641
0.937292, 0.542875
0.850818, 0.716597
0.732304, 0.876821
0.583804, 1.01767
0.408442, 1.13355
0.210379, 1.21939
-0.0052701, 1.27078
-0.232546, 1.2842
-0.464788, 1.25713
-0.694816, 1.18823
-0.915123, 1.07743
-1.11811, 0.925979
-1.29631, 0.736524
-1.44265, 0.513067
-1.55069, 0.26092
-1.61486, -0.0133943
-1.63071, -0.302283
-1.59509, -0.59727
-1.50632, -0.889222
-1.36435, -1.1686
-1.17082, -1.42575
-0.929131, -1.65121
-0.644394, -1.83599
-0.3234, -1.97196
0.0255317, -2.05207
0.39273, -2.07069
0.767407, -2.02387
1.13795, -1.90952
1.49223, -1.72764
1.81799, -1.48035
2.10322, -1.17202
2.33654, -0.809209
2.50763, -0.400579
2.60759, 0.0432599
2.62933, 0.509987
2.56785, 0.985873
2.42059, 1.45614
2.18759, 1.9054
1.87162, 2.31807
1.4783, 2.67891
1.01601, 2.9735
0.495833, 3.18877
-0.0687162, 3.31346
-0.661939, 3.33861
-1.26636, 3.25798
-1.8632, 3.06837
-2.43288, 2.76991
-2.95563, 2.36621
-3.41211, 1.86448
-3.78403, 1.27546
-4.05484, 0.61329
-4.21032, -0.104786
-4.23916, -0.858775
-4.13352, -1.62644
-3.88942, -2.38389
-3.50713, -3.10626
-2.99136, -3.76843
-2.35136, -4.34587
-1.60089, -4.8154
-0.757989, -5.15606
0.155349, -5.34985
1.11366, -5.38253
2.08864, -5.24423
3.04991, -4.93004
3.96586, -4.44042
4.80462, -3.78151
5.53505, -2.96517
6.12777, -2.00901
6.55622, -0.936066
6.79768, 0.225608
6.83415, 1.44358
6.65326, 2.68184
6.24893, 3.90175
5.62191, 5.06315
4.78015, 6.12556
3.73892, 7.04947
2.52072, 7.79765
1.15498, 8.33646
-0.322524, 8.63718
-1.8705, 8.67711
-3.4431, 8.44072
-4.99121, 7.92047
-6.46379, 7.11755
-7.80945, 6.04225
-8.97805, 4.7142
-9.9224, 3.16219
-10.5999, 1.4238
-10.9743, -0.455376
-11.0169, -2.42272
-10.7082, -4.41991
-10.0389, -6.38448
-9.01079, -8.25158
-7.63723, -9.95595
-5.9434, -11.434
-3.96617, -12.6259
-1.75348, -13.4777
0.63652, -13.9435
3.13681, -13.9873
5.67318, -13.5845
8.16619, -12.7236
10.5334, -11.4073
12.6921, -9.65278
14.5614, -7.49251
16.0656, -4.97359
17.1365, -2.15726
17.7158, 0.882362
17.7582, 4.05992
17.233, 7.28097
16.1259, 10.4445
14.4406, 13.4458
12.1997, 16.1798
9.44461, 18.5439
6.23569, 20.4421
2.6511, 21.7881
-1.21465, 22.5083
-5.25286, 22.5455
-9.34335, 21.861
-13.3577, 20.4375
-17.1628, 18.28
-20.6253, 15.4179
-23.615, 11.9043
-26.0104, 7.81647
-27.7019, 3.25414
-28.5968, -1.66218
-28.6227, -6.79406
-27.7314, -11.9886
-25.9012, -17.0824
-23.1395, -21.9066
-19.4841, -26.2915
-15.0033, -30.0723
-9.79596, -33.0947
-3.98932, -35.2202
2.26298, -36.3315
8.78462, -36.3374
15.381, -35.1773
21.8445, -32.8247
27.9604, -29.2898
33.5134, -24.6215
38.2944, -18.9075
42.1078, -12.2741
44.7783, -4.88394
46.1575, 3.06723
46.1307, 11.3548
44.6217, 19.7313
41.598, 27.9326
37.0737, 35.686
31.1119, 42.718
23.8255, 48.7635
15.3758, 53.5746
5.97044, 56.9292
-4.14103, 58.64
-14.6727, 58.5622
-25.3094, 56.6005
-35.7155, 52.7147
-45.5445, 46.9245
-54.4493, 39.3114
-62.0934, 30.0201
-68.1627, 19.257
-72.376, 7.2871
-74.4968, -5.57139
-74.3425, -18.9544
-71.7935, -32.461
-66.8007, -45.6645
-59.3908, -58.1245
-49.6692, -69.4003
-37.8217, -79.0654
-24.1122, -86.7214
-8.87889, -92.0126
7.47263, -94.6399
24.4787, -94.3732
41.6292, -91.0628
58.3817, -84.6486
74.1765, -75.1664
88.4545, -62.7531
100.674, -47.6465
110.331, -30.1843
116.975, -10.7982
120.227, 9.99485
119.799, 31.6044
115.502, 53.3816
107.262, 74.6365
95.1293, 94.6584
79.2793, 112.737
60.0178, 128.186
37.7763, 140.366
13.1057, 148.706
-13.3349, 152.73
-40.7937, 152.072
-68.4451, 146.496
-95.4121, 135.914
-120.792, 120.39
-143.682, 100.153
-163.213, 75.594
-178.574, 47.2657
-189.043, 15.8708
-194.016, -17.7506
-193.035, -52.6414
-185.804, -87.7509

==================================================================================

Run2:

Values used:
-1.06, -0.000788, 0.55555, 0.9954, 1.0512, 1.0

-0.50445, 1.9954
1.08869, 2.59543
-0.600512, 4.81201
1.1883, 5.46063
-0.708351, 7.92305
1.30016, 8.62362
-0.829414, 11.3593
1.42578, 12.1153
-0.965321, 15.1548
1.56685, 15.9699
-1.11789, 19.3472
1.72527, 20.225
-1.28918, 23.9779
1.90318, 24.9223
-1.48146, 29.0927
2.10297, 30.1077
-1.69733, 34.7425
2.32734, 35.8318
-1.93967, 40.983
2.5793, 42.1506
-2.21172, 47.8761
2.86225, 49.1258
-2.51715, 55.4901
3.18, 56.8257
-2.86003, 63.9005
3.53683, 65.3253
-3.24496, 73.1906
3.93753, 74.7079
-3.67711, 83.4524
4.38752, 85.0649
-4.16226, 94.7876
4.89285, 96.4976
-4.70691, 107.309
5.46031, 109.118
-5.31837, 121.14
6.09756, 123.048
-6.00483, 136.418
6.81317, 138.425
-6.77549, 153.294
7.61677, 155.398
-7.64068, 171.937
8.51919, 174.134
-8.61201, 192.53
9.53256, 194.815
-9.70248, 215.278
10.6705, 217.643
-10.9267, 240.407
11.9484, 242.84
-12.3012, 268.167
13.3835, 270.652
-13.8442, 298.832
14.9949, 301.351
-15.5765, 332.706
16.8045, 335.236
-17.5214, 370.127
18.8365, 372.637
-19.7048, 411.466
21.1184, 413.919
-22.1562, 457.133
23.6809, 459.484
-24.9082, 507.581
26.5583, 509.776
-27.9979, 563.312
29.7895, 565.285
-31.4667, 624.88
33.4179, 626.552
-35.3611, 692.895
37.4924, 694.173
-39.7334, 768.035
42.0677, 768.808
-44.642, 851.045
47.2055, 851.182
-50.153, 942.75
52.9748, 942.097
-56.3401, 1044.06
59.4534, 1042.44
-63.2865, 1155.99
66.7283, 1153.18
-71.0852, 1279.65
74.8974, 1275.41
-79.8408, 1416.26
84.0707, 1410.3
-89.6708, 1567.19
94.3716, 1559.17
-100.707, 1733.94
105.939, 1723.47
-113.097, 1918.17
118.927, 1904.8
-127.008, 2121.71
133.513, 2104.91
-142.626, 2346.58
149.89, 2325.76
-160.161, 2595.04
168.281, 2569.48
-179.847, 2869.54
188.933, 2838.44
-201.95, 3172.84
212.122, 3135.26
-226.764, 3507.94
238.162, 3462.82
-254.624, 3878.18
267.402, 3824.29
-285.904, 4287.27
300.235, 4223.19
-321.021, 4739.27
337.104, 4663.38
-360.449, 5238.69
378.504, 5149.12
-404.716, 5790.52
424.991, 5685.14
-454.415, 6400.26
477.192, 6276.63
-510.214, 7073.99
535.808, 6929.31
-572.861, 7818.43
601.628, 7649.51
-643.198, 8641.02
675.536, 8444.21
-722.167, 9549.98
758.527, 9321.09
-810.828, 10554.4
851.716, 10288.7
-910.371, 11664.2
956.357, 11356.3
-1022.13, 12890.7
1073.86, 12534.2
-1147.61, 14245.9
1205.8, 13834
-1288.49, 15743.5
1353.95, 15268
-1446.66, 17398.5
1520.31, 16850.2
-1624.25, 19227.3
1707.11, 18596
-1823.63, 21248.3
1916.86, 20522
-2047.49, 23481.8
2152.39, 22647
-2298.82, 25950
2416.86, 24991.4
-2581.01, 28677.7
2713.83, 27577.8
-2897.83, 31692.1
3047.29, 30431.3
-3253.55, 35023.6
3421.72, 33579.3
-3652.93, 38705.5
3842.16, 37052.1
-4101.33, 42774.6
4314.26, 40883.2
-4604.77, 47271.9
4844.36, 45109.6
-5170.02, 52242.3
5439.61, 49771.9
-5804.65, 57735.8
6107.99, 54914.9
-6517.18, 63807.4
6858.49, 60588.2
-7317.19, 70518.2
7701.2, 66846.2
-8215.39, 77935.5
8647.46, 73749.2
-9223.87, 86133.9
9709.98, 81363.5
-10356.1, 95195.6
10903, 89762.1
-11627.4, 105212
12242.7, 99025.8
-13054.7, 116283
13746.9, 109243
-14657.3, 128521
15436, 120513
-16456.6, 142049
17332.6, 132942
-18476.8, 157002
19462.2, 146650
-20744.9, 173532
21853.4, 161769
-23291.6, 191805
24538.5, 178442
-26150.8, 212005
27553.4, 196830
-29361.1, 234336
30938.7, 217108
-32965.6, 259022
34739.9, 239471
-37012.5, 286313
39008.2, 264131
-41556.2, 316484
43800.8, 291324
-46657.8, 349840
49182.2, 321310
-52385.8, 386718
55224.7, 354374
-58816.9, 427489
62009.6, 390831
-66037.6, 472567
69628, 431030
-74144.8, 522408
78182.4, 475352
